AcresTotal,Age,AgentIDX,AgentStatus,AnnInsurance,AnnMgmtExpenses,AnnualExpenses,AnnualTaxes,AnnualUtilities,ApxLandSqft,ApxLotSize,ApxNetLeaseableSqft,AssetSales,AssociationFee,AVMYN,BathsHalf,BathsTotal,Bedrooms,CapRatePercent,City,CompassSuffix,ConstAndFoundation,County,CrossStreetName,CurrentBldgUse,DateChange,Directions,DisplayFlagAddress,DisplayFlagListing,ElementarySchool,EnergyFeatures,ExteriorFeatures,FloodPlainYNU,Floor,GrossIncome,HeatAndCool,HighSchool,HOACOAYN,HomesteadYN,InteriorFeatures,LeaseYN,LegalDescription,LenderOwnedYN,ListAgentAgentID,ListAgentOfficeID,ListDate,ListingAgentID,ListingAgentName,ListingArea,ListingBoardID,ListingFirmID,ListingID,ListingOfficeID,ListingStatus,ListingType,ListPrice,LotDescription,LotDimensions,MiddleSchool,ModificationTimestamp,MonthlyDuesDol,NetIncome,NumOfLoadingDocks,OccupancyDesc,OccupantName,OfficeIDX,OfficeStatus,OtherExpenses,OwnerAgentYN,ParcelNumber,Parking,ParkingTotal,PhotoCount,PhotoModificationTimestamp,PoolPresent,Possession,PostalCode,PropertySubType,PropertyType,PublicRemarks,Rails,RearExposureCode,RoadType,Roof,SewerAndWater,ShortSaleYN,Showing,SpecialInfo,SqFtTotal,StateOrProvince,Stories,StreetDirPrefix,StreetName,StreetNumber,Subdivision,TaxAmount,TaxID,TaxRange,TaxSectionCode,TaxTownship,TaxYear,TermsAvailable,TotalUnits,UnitNumber,VarDualRateCommYN,VirtualTourURL,VirtualTourYN,VOWAVMYN,VOWCommentsYN,WaterFrontage,WaterFrontPresent,WaterType,YearBuilt,Zoning
.52,,Yes,"- Active",,,,,,42750,"475 X 90",0,Business,,No,,,,0,"Crystal River",,"Concrete Blk/Stucco",,,Retail,2013-05-29,"From Hwy 19 to Hwy 44 (5th Street) Car Wash is on the Left.",,Yes,,,"Entry - Multi Level",Unverified,Concrete,,"Cool - Central Air,Heat - Central Electirc",,No,No,"Ceiling - Standard",,"TRIANGULAR TRACT IN NE1/4 OF SEC 22-18-17 N OF SR 44 & S OF OLD SR 44 ON CITRUS CO ASSESSMENT MAP 180A DESC AS FOLLOWS: COMM AT SW CRN OF NE 1/4 OF SE",No,275526831685,27552683,2013-05-29,1685,,16,2755,268,703204,3,Active,"Excl. Right to Sell",325000,Irregular,"475 X 90",,2013-05-29T15:51:25,,,,Owner,0,Yes,"- Active",,No,2448393,"Drive - Private",,3,2013-05-29T15:51:25,,"At Close",34429,,Commercial,"If you are looking for an established business that makes money on its own, even when you are not there, this is it.  This highly visible car wash is establish and priced less than what it would cost to build not counting the land. Possible owner financing.",No,,Paved,"Asphalt/Fiberglass Shgl","Water - Public",No,"Call List Agent","Other See Remarks",1672,FL,1,NE,5th,1123,,4417,,17,22,18,2012,"Cash,Conventional",,,No,,,,,0,No,,1999,
1,,Yes,"- Active",,,,,,44464,100x268x218x319,1696,"Real Estate",0,No,,,,0,Inverness,,"Concrete Block",,,"Office Building",2013-01-15,"Hwy 41 S. to just before Central Motel",,Yes,,,"Shed/Utility Bldg",Unverified,Concrete,,"Cool - Central Air,Heat - Central Electirc",,No,No,"Ceiling - Standard",,"RECONFIGURED LOT 3: COM AT THE NW COR OF SEC 21-19-20, TH S 0D 08M 53S W AL THE W LN OF THE NW1/4 OF SD SEC 21, 580.32 FT TO A PT ON THE E R/W LN OF U",No,27550590216,27550590,2010-10-13,216,,03,2755,059,345439,0,Active,"Excl. Right to Sell",259000,Irregular,100x268x218x319,,2013-01-15T20:13:57,0,,0,Vacant,,Yes,"- Active",,No,3232500,"Drive - Blacktop,Parking Spaces,Unpaved Area",,11,2013-01-15T20:00:48,,"At Close",34450,,Commercial,"Great traffic passing each day! Take advantage of the Withlacoochee Bike Trail here in Citrus County. This property backs up to the bike trail and is right next to motel with highest occupancy rate in the county due to bike trail. Fronts on busy 6 lane highway. 5 minutes to hospital and courthouse. Great place for a bike shop, sub shop, health food shop all catering to bicycle riders.  Includes land and building.  Backs up to bike trail. Next to Central Motel.  Anxious owner will hold mortgage.",No,E,County,Tile,"Water - Public",No,"Call List Agent","Aerial Photo",1696,FL,1,S,"Hwy 41",625,Unrecorded,4087,,21,21,19,2011,"Cash,Conventional,Owner Finance",1,,No,,,,,,No,"Other See Remarks",1985,
4.48,,Yes,"- Active",,,,,,195000,4.48,1200,"Real Estate",,No,,,,0,Hernando,,"Concrete Block",,"HWY 486/ E Novel Bryant","Light Industrial",2012-05-14,"From 44 East; N Croft to corner of N Croft/ HWY 486/ E Novel Bryant (Property on corner of N Croft Avenue and HWY486/E Novel Bryant)",,Yes,,,"Entry - Ground Level",Unverified,"Carpet,Concrete",,"Cool - Central Electric,Heat - Central Electirc",,No,No,"200+ Amps",,"That part of the West 275 feet of the East 300 feet of the SE 1/4 of the NE 1/4 of Section 27, Township 18 South, Range 19 East..more..",No,2755101501735,275510150,2012-02-13,1735,,08,2755,1015,353854,0,Active,"Exclusive Agency",850000,"Acreage,Corner Lot",4.48,,2013-02-13T06:30:07,,,,Owner,,Yes,"- Active",,No,3213803,"Drive - Blacktop",6,6,2012-02-16T20:36:49,,"At Close",34442,,Commercial,"Prime location corner lot by major traffic light intersection; small existing office bldg/garage; majority vacant land; all utilities on site; approx 300' facing CR486 and 650' on N Croft Ave; pedestrian walking/biking trail passes by site w/approx 3 blocks W of Withlacoochee Bike Trail/ and US41/Florida Ave intersection providing easy access to approx 17,200+ 2009 traffic count/ across the street from Hernando Elementary School; property within 5 mile radius of high density residential communities. Zoned General Commercial - possible consideration to split parcel.",,W,"County,Paved","Asphalt/Fiberglass Shgl","Sewer - Septic Private,Water - Public",No,"Appointment Only,Call List Agent,Call List Office","Other See Remarks",1200,FL,1,N,"Croft Ave",2400,,4046.76,,,,,2011,"Other See Remarks",,,Yes,,,,,,No,,1982,
.03,,Yes,"- Active",,,,,,1456,"28 X 52 per CCPA",1456,"Real Estate",2400,No,,,,0,Inverness,,"Concrete Blk/Stucco",,41,"Office,Office Building",2012-10-16,"Hwy 44 to left on Montgomery to Right on Sterling to unit on the left.  Located between Montgomery and Hwy 41 behind Beef O Brady's",,Yes,,,"Entry - Ground Level,Outdoor Lighting",Unverified,"Carpet,Ceramic Tile",,"Cool - Central Air",,Yes,No,"Ceiling - Standard",,"Replat of Powell Square Tract W PB 12 PG 143 Lot 3 Les E 2.69 FT",Yes,275504703428,27550470,2012-09-16,3428,,07,2755,047,357698,0,Active,"Excl. Right to Sell",71500,"Other See Remarks","28 X 52 per CCPA",,2013-05-30T16:22:53,200,,,Vacant,,Yes,"- Active",,No,2964472,"Parking Spaces,Shared Parking",,2,2012-09-17T12:46:53,,"At Close",34450,,Commercial,"Bank Owned.  Inverness Commercial Office Condo located in high traffic area.  Approximately 1456 square feet of space with 5 offices, waiting room, kitchen area and his and her bathrooms.  Ideal location for a number of uses.  Low monthly maintenance fee.",,,County,"Asphalt/Fiberglass Shgl","Sewer - Public,Water - Public",No,"Call List Office,Lockbox Call,Vacant","Sold As Is",1456,FL,1,,"Sterling Road",1127,,1667.18,,,,,2012,"Cash,Conventional",1,,No,,No,,,,No,,1986,
.95,,Yes,"- Active",,,,,,41250,,2800,"Real Estate",,No,,,,0,Inverness,,"Concrete Block",,,Church,2013-01-21,"From US 41/44 take North Osceola North to the church on the right.",,Yes,,,"Door - Dbl. Entry",Unverified,Carpet,,"Cool - Central Air,Heat - Central Electirc",,No,No,"200+ Amps,Ceiling - Cathedral",,"Alt Keys 1753686,1756378,2228547 3 Seperate keys",No,275551301036,27555130,2013-01-21,1036,,07,2755,513,700426,0,Active,"Excl. Right to Sell",249900,"2+ Lots,Corner Lot",,,2013-06-11T17:38:01,,,,Owner,,Yes,"- Active",,No,1753686,"Private Lot,Unpaved Area",,13,2013-01-21T17:25:24,,"At Close,Negotiable",34450,,Commercial,"Here is a great chance to own a beautiful property located very close to downtown Inverness. This property is currently being used as a church however will lend itself to many uses.This property shows well and the buildings have had a lots of updates.See this unique property today and be impressed.",,,"County,Paved","Asphalt/Fiberglass Shgl","Sewer - Public,Water - Public",No,"Appointment Only,Call List Agent,Other See Remarks","Brighthouse Cable",2800,FL,1,N,Osceola,224,,0,,,,,2012,"Cash,Conventional",,,No,,,,,,No,,1972,
.93,,Yes,"- Active",,,,,,42334,,546,"Real Estate",,No,,,,0,"Crystal River",,"Concrete Block",,,"Office Building",2012-02-06,"1/4 mile west of Hwy 19 between Plantation Village and Plantation Realty",,Yes,,,"Fence - Chain",Yes,"Ceramic Tile",,"Cool - Wall/Window",,No,,"110 Voltage",,"lengthy see alt key #1091047",No,27552790502,27552790,2010-12-16,502,,17,2755,279,346409,0,Active,"Excl. Right to Sell",225000,"Flat,Irregular",,,2013-01-28T19:22:04,,,,Tenant,,Yes,"- Active",,Yes,1091047,"Drive - Blacktop",,1,2013-01-28T19:22:04,,Negotiable,34429,,Commercial,"Professional building fronting Fort Island Trail, currently rented to long term tenant.  The 3/4 acre (MOL) vacant portion of the property is being utilized as a successful boat/RV storage with steady income. Will trade, barter or take partner. Lease option or owner financing available (with approved credit) at 8%, 20% down, 5 year balloon with 30 year ammortization.  Buyer to pay closing costs and taxes & ins. escrowed one year in advance.",,S,State,"Other See Remarks","Sewer - Septic Private,Water - Public",No,"Appointment Only","Sold As Is",546,FL,1,W,"Fort Island Trail",9070,,1583,,17,28,18,2011,"Cash,Conventional,Owner Finance",,,No,,No,,,,No,,1945,
0,,Yes,"- Active",,,,,,0,,0,"Real Estate",,No,,,,0,"Crystal River",,"Concrete Blk/Stucco",,"Country Club Dr.",Warehouse,2011-05-20,"From Hwy 19 to west on Fort Island Trail to first left on Country Club to property on corner on left.",,Yes,,,"Fence - Wood",Yes,"Ceramic Tile",,"Cool - Wall/Window",,No,No,"Fireplace - None",,"Lengthy see alt key #1091055",No,27552790502,27552790,2009-08-03,502,,17,2755,279,335839,0,Active,"Excl. Right to Sell",209000,"Corner Lot,Flat,Rectangle",,,2013-02-15T19:15:31,,,,Tenant,,Yes,"- Active",,Yes,1091055,"Boat Parking,RV Parking,Truck Parking,Unassigned",,12,2013-02-15T19:15:32,,Negotiable,34429,,Commercial,"Located just off Hwy 19.  This commercial property offers good income and great future potential. Property includes a duplex with two 1/1 apartments and a large detached 1,440 Sq. Ft warehouse or garage.  All rented and in great shape.  Call today for financials.  Will trade, barter or take on partner.  Lease option or owner financing available (with approved credit) at 8%, 20% down, 5 year balloon with 30 year ammortization.  Buyer to pay closing costs and taxes & ins. escrowed one year in advance.",,,State,"Asphalt/Fiberglass Shgl","Sewer - Septic Private,Water - Private Well",No,"Appointment Only,Key in Office","Brighthouse Cable,Flood Plain,Lead Paint Disclosure,Sold As Is",0,FL,1,W,"Fort Island Tr",9090,,1619,,17,28,18,2010,"Cash,Conventional,FHA,Owner Finance,VA",3,,No,,,,,,No,,1952,
.28,,Yes,"- Active",,,,,,12077,130.27X92.75X130.16X130.16,5580,"Real Estate",0,,,,,0,"Crystal River",,"Concrete Block",,,"Office,Office Building,Professional,Retail,Warehouse",2012-02-07,"South on Hwy 19 to property on your Left. (Next to Dairy Queen)",No,Yes,,,"Entry - Ground Level",Yes,"Carpet,Ceramic Tile,Concrete,Vinyl",42120,"Cool - Central Air,Heat - Central Electirc",,No,No,"Fire Sprklr - None",,"W 92.75 FT OF MC GOWAN PL ON PB 3 PG 30 & BEG AT INT OF E R/W OF US HWY 19 WITH S R/W LN OF MC GOWAN PL, TH S 89 DEG 25M 50S E AL S (MORE N FILE)",No,27552790502,27552790,2011-10-11,502,,23,2755,279,351641,0,Active,"Excl. Right to Sell",359000,Flat,130.27X92.75X130.16X130.16,,2013-01-28T19:21:31,0,,0,Tenant,,Yes,"- Active",,Yes,1102634,"Drive - Blacktop,Parking Spaces",,1,2013-01-28T19:21:31,,"At Close",34429,,Commercial,"Fabulous commercial building on Highway 19 centrally located in Crystal River.  Fully rented.  Ideal for future investment.  Will trade, barter or take partner. Lease option or owner financing available (with approved credit) at 8%, 20% down, 5 year balloon with 30 year ammortization.  Buyer to pay closing costs and taxes & ins. escrowed one year in advance.",No,E,"Paved,State","Asphalt/Fiberglass Shgl,Metal","Sewer - Septic Private,Water - Public",No,"Appointment Only,Call List Office","Brighthouse Cable",5580,FL,1,N,"Suncoast Blvd",731,"Not in Subdivision",5253,,17,34,18,2011,"Cash,Conventional",4,,No,,,No,No,,No,,1955,
5,,Yes,"- Active",,,,,,220413,,3175,"Real Estate",0,No,,,,0,Wildwood,,"Concrete Blk/Stucco",,,"Other See Remarks",2013-05-17,"From Hwy I-75 take 44 east to sign on left about 1/2 mile from Villages new entrance.",,Yes,,,"Door - Sliding Glass,Entry - Ground Level,Fence - Partial,Patio - Covered,Shed/Utility Bldg,Trees",No,"Ceramic Tile",,"Cool - Central Air,Heat - Heat Pump",,No,Yes,"Ceiling - 8ft,Ceiling - Standard,Counters - Laminate,Fireplace - Wood",,"See Deed",No,275506102033,27550610,2009-07-21,2033,,26,2755,061,335749,0,Active,"Excl. Right to Sell",1750000,"Acreage,Corner Lot,Rectangle",,,2013-05-17T18:09:51,0,,0,Owner,,Yes,"- Active",,No,00000,"Drive - Gravel",,1,2013-05-08T15:27:08,,"At Close,Negotiable",34785,,Commercial,"Incredible Commercial Investment Opportunity near new section of ""The Villages"".  Over 5 acres fronting state Hwy 44 and 44A about 1/2 a mile from the New Town Center and a Proposed Hospital.  OWNER WILL FINANCE or sell partial interest in property..",No,S,State,"Asphalt/Fiberglass Shgl","Sewer - Septic Private,Water - Private Well",No,"Call List Office,Owner Occupied","Aerial Photo,Survey",3175,FL,1,,"CR 44th",6033,,2190.97,,23,15,19,2008,"Cash,Conventional,Lease Option/Purchase,Owner Finance",2,,Yes,,,,,,No,,1976,
.44,,Yes,"- Active",,,,1395,,19425,75x259,1272,"Real Estate",,No,,,,0,Inverness,,"Manuf/Modular,Foundation - Crawl Space",,"Eden Dr","Office,Office Building",,"From downtown Inverness take US 41 South to property on right (was A1 pest building).",,Yes,,"Programmable Thermostat","Entry - 1st Upper,Landscape - Partial,Outdoor Lighting,Shed/Utility Bldg",No,Carpet,,"Cool - Central Air,Heat - Central Electirc",,No,No,"200+ Amps,220 Voltage,Ceiling - 8ft",,"Inverness Hglds South Lots 43, 44, 45, 98, 99, 100 Blk 201",No,275506102033,27550610,2013-01-16,2033,,06,2755,061,700309,0,Active,"Excl. Right to Sell",250000,Flat,75x259,,2013-01-16T15:48:18,,,,Vacant,,Yes,"- Active",,No,3232107,"Drive - Blacktop,Paved Area,Private Lot,Unpaved Area",10,6,2013-01-16T15:48:18,,"At Close",34450,,Commercial,"Prime highly visible location just outside historic downtown Inverness along busy Hwy 41 between Inverness and Floral City.  The property consists of approximately 1/2 acre of clear flat land with frontage on 41 and Southerly to the rear.  The Building has multiple offices, storage rooms, and retail space. Huge sign right out front.  LEASE OR OWNER FINANCE AVAILABLE.",No,W,State,Metal,"Sewer - Public,Water - Public",No,"Lockbox Call,Lockbox,Vacant","Brighthouse Cable",1272,FL,1,S,"Florida Ave",925,"Inverness Highlands South",1395,,,,,2011,"Cash,Conventional,Lease Option/Purchase",1,,No,,,,,,No,,1972,
.31,,Yes,"- Active",,,,,,13500,100x135,2800,"Real Estate",,No,,,,0,Inverness,,"Brick,Foundation - Slab",,"W. Highland Blvd.","Medical/Dental,Office,Office Building,Professional,Vacant",2012-12-13,"Corner of Line Ave. and Highland Blvd.",,Yes,,"Ridge Vents","Entry - Ground Level,Outdoor Lighting",No,"Carpet,Laminate",,"Cool - Central Air,Heat - Heat Pump",,No,,"Counters - Laminate",,"LEE VILLA ADD LOTS 1 & 2 EASM IN OR BK 1003 PG 1155",No,275505802166,27550580,2012-06-01,2166,,07,2755,058,355799,0,Active,"Excl. Right to Sell",359000,"Flat,Rectangle",100x135,,2013-05-23T13:22:45,,,,Vacant,,Yes,"- Active",,No,1760895,"Drive - Private,Drive - Shared,Parking Spaces,Private Lot,Shared Parking",20,22,2012-06-08T18:32:32,,"At Close",34450,,Commercial,"Medical office building,1900 and 900 sq.ft.Two separate entrances. Diagonally across the street from Citrus Memorial Hospital. Data on square footage of improvements and lot sizes and areas (if any), may have been obtained from Citrus Co. Prop. Appr. Website and it's accuracy is not guaranteed.",,,"County,Paved","Asphalt/Fiberglass Shgl","Sewer - Septic Private,Water - Public",No,"Call List Agent,Call List Office,Lockbox,Vacant","Lead Paint Disclosure,Owner Owns Property",2800,FL,1,S,"Line Ave.",300,,4979.1,,20,18,19,2011,"Cash,Conventional,Owner Finance",2,,No,,,,,,No,,1972,
.81,,Yes,"- Active",,,,,,35559,211x195,0,"Real Estate",,No,,,,0,Inverness,,"Brick,Concrete Blk/Stucco,Foundation - Slab",,"Fort Cooper Rd.","Professional,Warehouse",2013-04-03,"Hwy.41 South,corner of Fort Cooper Rd.",,Yes,,,"Fence - Partial,Shed/Utility Bldg",No,"Concrete,Laminate",,"Cool - Central Air,Heat - Heat Pump",,No,No,"110 Voltage,220 Voltage,Ceiling - Standard",,"see Alt Key 1842476 & 1842468",No,275505802166,27550580,2012-09-25,2166,,06,2755,058,357852,0,Active,"Excl. Right to Sell",279900,"2+ Lots,Flat",211x195,,2013-04-03T14:07:16,,,,Owner,,Yes,"- Active",,No,1842476,"Drive - Paved,Parking Spaces,Paved Area,Unpaved Area",15,6,2012-09-25T16:24:35,,"At Close",34450,,Commercial,"Commercial building,right on Hwy 41 South.over 4,000 sq feet.Plus 2,000 sq. ft.storage upstairs.Other storage buildings included.Large extra metal building in back (80x36) with bathroom.Four bathrooms in main building.Curently collecting $1,300 rent and owner would stay and pay rent as well.Or all businesses would relocate.Alarm System.15 parking spaces. Data on square footage of improvements and lot sizes and areas (if any), may have been obtained from Citrus Co. Prop. Appr. Website and it's accuracy is not guaranteed.",,,"County,Paved",Metal,"Sewer - Septic Private,Water - Private Well",No,"Appointment Only,Call List Agent,Owner Occupied","Brighthouse Cable,Sold As Is,Sumter Electric",6920,FL,2,S,"Florida Ave.",4401,,4686.73,,20,33,19,2011,"Cash,Conventional",4,,No,,,,,,No,,1984,
3,,Yes,"- Active",,,,,,0,"3 acres",18000,"Real Estate",,No,,,,0,Homosassa,,"Concrete Blk/Stucco",,"Regal Lilly Way","Hair/Nail Salon,Office,Professional,Self Storage,Warehouse,Strip Mall",2013-04-08,"From Rt 19 in Homosassa, go east on Homosassa Trail, (Rt. 490) approx 1-2 miles.  Trail Plaza on the left.  Large sign",,Yes,,,"Entry - Ground Level,Handicap Modified,Landscape - Full",Unverified,"Ceramic Tile",,"Cool - Central Electric,Heat - Central Electirc,Heat - Heat Pump",,No,No,"200+ Amps,Ceiling - Standard,Handicap Modified",,"Unit 6 of Homasass PB 1 PG 48 Lots 5, 6,7,8,9,10,11,12,13,14,15,16,17,18,19, & 20  Block 240 & vacated alley RES # 2001-286 DESCR OR BK 1468 PG 212",No,275549101177,27554910,2013-04-04,1177,,23,2755,491,702147,0,Active,"Excl. Right to Sell",1100000,"2+ Lots,Flat","3 acres",,2013-04-08T19:29:18,,,0,Tenant,,Yes,"- Active",,No,1128919,"Drive - Blacktop,Parking Spaces",37,16,2013-04-08T19:29:18,,"At Close",34448,,Commercial,"Trail Plaza for sale. Almost new office complex located on heavily travelled road (Homosassa Trail rt. 490)17 units, 10 offices (1,000 sq feet each) plus 6 warehouse units, plus single family home now zoned commercial for office space. 37 parking spaces with 4 handicapped spaces.  Huge potential here!",No,,"County,Paved","Asphalt/Fiberglass Shgl","Sewer - Public,Water - Private Well",No,"Call List Agent,Lockbox","Brighthouse Cable,High Speed Internet",10000,FL,1,S,"Homosassa Trail",0,,7871,,,,,2012,"Cash,Conventional",4,,Yes,,No,,,,No,,2007,
.5,,Yes,"- Active",,,,,,25330,110X199,2604,"Real Estate",,No,,,,0,"Crystal River",,"Concrete Block",,,Vacant,2012-11-06,"North on Highway 19 to just pass the Mall property on left",,Yes,,,"Landscape - Full",Unverified,"Ceramic Tile",,"Cool - Central Air,Heat - Central Electirc",,No,No,"110 Voltage,220 Voltage,Counters - Solid Surface",,"Lengthy see property records Alt key 1058741",No,27552790427,27552790,2012-08-05,427,,16,2755,279,356901,0,Active,"Excl. Right to Sell",199000,"Flat,Rectangle",110X199,,2012-11-27T15:37:33,0,,,Vacant,,Yes,"- Active",,No,1058741,"Drive - Concrete,Parking Spaces",24,4,2012-08-05T16:08:21,,"At Close",34429,,Commercial,"This commercial property offers so many possibilities! This prime location on busy Highway 19 across from the Crystal River Mall has over 2800 sq ft. with over 25 parking spaces. Recently a popular restaurant, the cooking hoods are still in place, 2 walk-in refrigerator/freezers and a banquet room which was added in 1996. Now is the time to open your own restaurant, or business of your choice.",,,"Federal,Paved","Asphalt/Fiberglass Shgl","Sewer - Public,Water - Public",No,"Call List Office,Key in Office","Sold As Is",2854,FL,1,N,"US Highway 19",1960,,5012.5,,,,,2011,"Cash,Conventional,Lease Option/Purchase",,,No,,,,,,No,,1977,
3.68,,Yes,"- Active",,,,,,160300,,7500,"Real Estate",0,No,,,,0,Inglis,,Steel,,"Highway 19","Manufacturing,Vacant",2012-11-12,"North on 19 pass Highway 40 to right on 182Pl.",,Yes,,,"Entry - Ground Level,Lawn Sprinklers",Unverified,Concrete,,"Cool - Central Air,Heat - Central Electirc",,No,No,"Elec - Other",,"SEC: 25, TWP: 16, RNG: 16, 25-16-16 0003.68 ACRES TRACT IN SW COR OF NE1/4 OF NW 1/4 AND IN SE COR OF NW 1/4 OF NW 1/4 OR BOOK 1067 PAGE 54",No,27552790427,27552790,2012-11-10,427,,25,2755,279,358963,0,Active,"Excl. Right to Sell",400000,Acreage,,,2012-11-12T14:56:41,0,,3,Vacant,,Yes,"- Active",,No,029200,"Drive - Concrete,Parking Spaces",20,11,2012-11-11T14:41:37,,"At Close",34449,,Commercial,"7700 Sq Ft Engineered Metal Building includes Reception Room, 4 Baths, offices and extremly large Work/Bay Area. 3 overhead bay doors. This building was built in 2008 and only used about 5 months. The possibilities for this property are endless. 4100--light MFG C-3 zonning, and almost 4 acres of land",,,"County,Paved",Metal,"Sewer - Septic Private,Water - Private Well",No,"Call List Office,Lockbox Call","Seller Prop Disclosure,Sold As Is",7700,FL,1,SE,"182 PL",7191,,5028.32,,,,,2012,"Cash,Conventional",,,No,,No,,,,No,,2008,
1.74,,Yes,"- Active",,,,,,75191,"330 x 248",0,"Real Estate",0,No,,,,0,"Crystal River",,"Concrete Block",,,Hotel/Motel,2012-09-26,"From US 19 and 44 head North On US 19 to just before Mall,Hotel on right.",,Yes,,,"Courtyard,Outdoor Lighting,Shed/Utility Bldg,Trees,Workshop",Unverified,"Carpet,Ceramic Tile",,"Cool - Wall/Window,Heat - Wall/Window",,No,No,"Ceiling - Standard",,"begat Se cor of Sec 17-18-17 Th S 89 Deg 51M27S w Al S Ln if SD Sec 17 374.9 Ft to pob and more see property records",No,27552790427,27552790,2012-03-05,427,,16,2755,279,354215,0,Active,"Excl. Right to Sell",599000,Acreage,"330 x 248",,2013-03-15T17:39:23,0,,,Vacant,,Yes,"- Active",,No,2857994,"Parking Spaces,Paved Area",,7,2013-03-15T17:39:24,,"At Close",34428,,Commercial,"Great Location. Hotel offers 31-36 rental units, Laundry Facilities, Newer Inground Caged Pool. Large front Office with room for shops, Portion of front office was a restaurant at one time.This hotel needs some TLC but would definitly be worth it.",,,"County,Paved","Asphalt/Fiberglass Shgl","Sewer - Septic Private,Water - Public",No,"Call List Agent,Call List Office,Key in Office","Sold As Is",13304,FL,1,NW,"US HWY 19",1151,,13370.08,,,,,2011,"Cash,Conventional,Lease Option/Purchase",36,,No,,,,,,No,,1943,
