AcresTotal,AgentIDX,AgentStatus,ApxLotSize,AssociationFee,AvailableUtilities,AVMYN,Buildings,City,CommunityAmenities,CompassSuffix,CondoFeeIncludes,County,CrossStreetName,DateChange,DateDeleted,Directions,DisplayFlagAddress,DisplayFlagListing,ElementarySchool,Fencing,FloodPlainYNU,HighSchool,HOACOAYN,HomesteadYN,LandUseDesc,LeaseYN,LegalDescription,LenderOwnedYN,ListAgentAgentID,ListAgentOfficeID,ListDate,ListingAgentID,ListingAgentName,ListingArea,ListingBoardID,ListingFirmID,ListingID,ListingOfficeID,ListingStatus,ListingType,ListPrice,LotDescription,LotDimensions,MiddleSchool,ModificationTimestamp,MonthlyDuesDol,OfficeIDX,OfficeStatus,OnSiteUtilities,OwnerAgentYN,ParcelNumber,PhotoCount,PhotoModificationTimestamp,Possession,PostalCode,PropertySubType,PropertyType,PublicRemarks,RearExposureCode,Restrictions,RoadFrontage,RoadType,SewerAndWater,ShortSaleYN,Showing,SpecialInfo,StateOrProvince,StatusChangeDate,StreetDirPrefix,StreetName,StreetNumber,Subdivision,TaxAmount,TaxID,TaxRange,TaxSectionCode,TaxTownship,TaxYear,TermsAvailable,VarDualRateCommYN,VirtualTourURL,VirtualTourYN,VOWAVMYN,VOWCommentsYN,WaterFrontage,WaterFrontPresent,WaterType,Zoning
13.67,Yes,"- Active",,,"Cable TV,Public Water,Sewer,Telephone",No,None,Inverness,,,,,,2012-10-01,,"Hwy 44 to N Croft Ave.",Yes,Yes,,,Unverified,,No,No,"Other See Remarks",,"((MSP95-10 OR BK 1090 PG 336-344 PCLS E, F, G & H) PCL E: TH E N 100 FT OF THE S 500 FT OF FOL: COM AT THE SW COR OF SEC 26-18-19, TH N 89 DEG 37M 32S",No,275549123580,27554912,2012-09-28,3580,,08,2755,491,357966,2,Active,"Excl. Right to Sell",649000,"Acreage,Flat,Mixed Topography,Water Access,Waterfront",,,2012-10-01T21:09:28,,Yes,"- Active",None,No,3402651,7,2012-10-01T21:05:35,"At Close",34451,,"Vacant Land","Breathtaking property. You don't find land like this for sale everyday. Gorgeous shade trees and a fresh water pond. Could be re-zoned. Owner has plat for a proposed RV park. Would also make a beautiful home site. Call today for more information.",,"No Restrictions",,County,"Sewer - Public,Water - Public",No,"Call List Agent,Vacant",,FL,2012-10-01,N,Croft,1967,,1413,,,,,2011,"Cash,Conventional,Owner Finance",No,,,No,No,,Yes,"Open Water View,Pond",
1.15,Yes,"- Active",250X200,,"Other See Remarks",No,"Other See Remarks","Beverly Hills","Clubhouse,Golf Course",,,,,,,"HWY 491 TO PINE RIDGE BLVD R ONTO ELKCAM NE CORNER OF INTERSECTION OF PINE RIDGE AND ELKCAM",Yes,Yes,,,No,,No,No,"Commercial,Other See Remarks",,"PINE RIDGE UNIT 3 PB 8 PG 51 LOT 3 BLK 55 TITLE IN OR BK 2042 PG 2174 SUBJ TO 40X40 EASE AREA IN SE CORN PE BK 2338 PG 5542",No,275549123580,27554912,2013-04-14,3580,,14,2755,491,702291,2,Active,"Excl. Right to Sell",49999,"Non-Waterfront,Other See Remarks",250X200,,2013-06-04T16:18:50,,Yes,"- Active","Other See Remarks",No,2166461,7,2013-04-14T19:07:23,"At Close",34465,,"Vacant Land","HIGHLY MOTIVATED SELLER BRING ALL OFFERS PINE RIDGE 1.15 ACRE CORNER LOT PINE RIDGE BLVD AND ELKCAM BLVD ACROSS FROM RIDGE CROSSING SHOPPING CENTER. GREAT LOCATION FOR YOR NEW BUSINEES OR INVESTMENT PROPERTY. PRELIMINARY ENGINEERING SITE DESIGN ON FILE PREPARED IN 2006. CALL TODAY FOR MORE INFORMATION.",,,,"County,Paved","Sewer - None,Water - Other",No,"Go There,Vacant",,FL,2013-06-04,N,ELKCAM,5155,"Pine Ridge",403,,,,,2011,"Cash,Conventional",No,,,No,No,,No,,
6.31,Yes,"- Active",691X398,,"Other See Remarks",No,"Other See Remarks",Lecanto,"Other See Remarks",,,,,,,"FROM LECANTO HWY 491 PAST HWY 486 TO R ON WOODVIEW TO END GO THRU GATE TO PROPERTY ON LEFT.",Yes,Yes,,"Cross Fence,Wood",No,,No,No,"Other See Remarks",,"LENGHTY SEE ALT KEY 2551046",No,275549123580,27554912,2013-03-18,3580,,08,2755,491,701752,2,Active,"Excl. Right to Sell",99000,Acreage,691X398,,2013-03-26T18:07:43,,Yes,"- Active","Other See Remarks",No,2551046,4,2013-03-26T18:07:43,"At Close",34461,,"Vacant Land","6.31 PRIVATE ACRES BUT STILL CLOSE TO NEW WALMART, GOLF COURSES, SHOPPING, AND RESTRAUNTS IN LECANTO NICE PROPERTY TO BUILD YOUR DREAM HOME. FENCED AND CROOS FENCED SELLERS ARE MOTIVATED FOR A QUICK SALE BRING ALL OFFERS. CALL TODAY TO SCHEDULE YOUR PRIVATE SHOWING.",,"Other See Remarks",,"County,Paved","Water - Needs Well",No,"Go There,Vacant","Other See Remarks",FL,2013-03-18,W,"WOODVIEW LN",2225,,1273.6,,,,,2012,"Cash,Conventional",No,,No,No,No,,No,,
.3,Yes,"- Active",125X88,,"Public Water",No,"Other See Remarks","Citrus Springs","Clubhouse,Golf Course,Tennis Court(s)",,,,"CITRUS SPGS BLVD",2013-03-26,,"HWY 41 TO MAIN ENTRANCE OS CITRUS SPRINGS BY FOUNTAIN CITRUS SPRINGS BLVD TO CORNER OF VIENNA SEE SIGN.",Yes,Yes,,,No,,No,,"Single Family Residential",,"CITRUS SPRINGS UNIT 6 PB 6 PG 15 LOT 10 BLK 574",No,275549123580,27554912,2013-03-26,3580,,13,2755,491,701925,2,Active,"Excl. Right to Sell",9900,"Corner Lot",125X88,,2013-04-11T22:23:26,,Yes,"- Active","Other See Remarks",No,1317517,2,2013-04-11T22:23:26,,34434,,"Vacant Land","NICE CLEARED CORNER LOT READY TO BUILD. CORNER OF CITRUS SPRINGS AND VIENNA CLOSE TO GOLF COURSE AND COUNTRY CLUB. A GREAT PLACE TO BUILD YOUR NEW HOME OR A GREAT LOCATION FOR A BUILDERS MODEL. CALL TODAY FOR MORE INFORMATION.",,"Deed Restrictions",,"County,Paved","Water - Public",No,"Go There,Vacant",,FL,2013-03-26,N,VIENNA,8916,"Citrus Springs",53.43,,,,,2013,Cash,No,,,No,No,,No,,
1.61,Yes,"- Active",,,"Other See Remarks",No,None,Inverness,,,,,,,,"HWY 41 NORTH ON ELLA CORNER OF LOUNDS AND ELLA SEE SIGN",Yes,Yes,,,Unverified,,No,,Multi-Residential,,"LENGHTY SEE ALT KEY 3327215",No,275549123580,27554912,2013-06-05,3580,,07,2755,491,703351,2,Active,"Excl. Right to Sell",24500,Acreage,,,2013-06-09T01:47:00,,Yes,"- Active","Other See Remarks",No,3327215,1,2013-06-09T01:47:00,,34450,,"Vacant Land","A PERFECT LOCATION AT A GREAT PRICE TO BUILD OR RELOCATE YOUR BUSINESS. GREAT LOCATION FOR PROFESSIONAL OFFICE, MULTI FAMILY UNITS, DAYCARE OR ADULT ASSISTED LIVING. OR JUST A GREAT LOCATION TO BUILD YOUR NEW HOME. 351 FT OF ROAD FRONTAGE CLOSE TO INVERNESS MIDDLE SCHOOL AND RAILS TO TRAILS. CALL TODAY FOR MORE INFORMATION OR TO SCHEDULE A SHOWING.",,,,Paved,"Sewer - None",No,"Go There,Vacant",,FL,2013-06-05,,DAVIDSON/ELLA,428,LaBelle,1094.1,,,,,2012,Cash,No,,No,No,No,,No,,
2,Yes,"- Active",,,"Electric-SECO,Septic Sewer",No,None,Inverness,"Clubhouse,Golf Course,Near Shopping",,"No Services",,Owens,,,"Take 41 south to a left on Eden, to a right on Old Floral City Rd, To a left on Sandpiper, to a Right on Owens Trl, on the corner of Owens & Raleigh",Yes,Yes,,None,Unverified,,No,,"Single Family Residential",,"Lengthy Legal see Altkey # 2560592 & 2560584",No,275504703630,27550470,2010-09-27,3630,,03,2755,047,344869,0,Active,"Excl. Right to Sell",44000,"2+ Lots,Acreage,Corner Lot",,,2013-02-14T12:54:34,,Yes,"- Active",None,No,2560592,5,2013-02-14T12:54:34,"At Close",34450,,"Vacant Land","2 Cleared acres ready for your new home! Only a few min. golf cart ride to the Inverness Golf & Country Club. This is two individual lots, so two homes could be built on this site. Come take a look!",,"Deed Restrictions",,Paved,"Sewer - None,Water - Needs Well",No,"Go There",,FL,2013-02-14,E,Raleigh,9337,,1060.68,,,,,2009,"Cash,Conventional",No,,No,No,No,,No,,
1.63,Yes,"- Active","217 x 326",,"Electric-Progress Energy",No,None,Inverness,,,"No Services",,,2012-08-13,,"Turn on Hwy 581 by Applebee's go about 3 miles on the left you will see the sign just past Amy.",Yes,Yes,,None,Unverified,,No,,"Single Family Residential",,"INVERNESS HIGHLANDS WWEST 1 ADD PB 5 PG 44 LOT 57 BLK 309",No,275504703630,27550470,2011-07-11,3630,,06,2755,047,350099,0,Active,"Excl. Right to Sell",25000,"Acreage,Flat,Rectangle","217 x 326",Inverness,2013-02-14T12:53:32,,Yes,"- Active",None,No,1834422,7,2013-02-14T12:53:33,"At Close",34452,,"Vacant Land","OWNER FINANCING AVAILABLE! 1.63 acres just across the street from thousands of acres in the State Forest. This property has been cleared and is ready for you to come and build your next home. Property is surrounded by vacant land offing lots of privacy. Motivated sellers, Make an Offer!",,"No Restrictions",,"County,Paved","Sewer - None,Water - Needs Well",No,"Go There",,FL,2013-02-14,S,"Pleasant Grove Rd",5881,"Inverness Highlands West",480,,,,,2010,"Cash,Conventional,Owner Finance",No,,,No,No,,No,,
2.6,Yes,"- Active",,,"Cable TV,Electric-SECO,Telephone,Well",No,None,Inverness,,,,,,2013-04-30,,"take 41 south of inverness to a left on Eden Dr, to a right on Old Floral City Rd to a left on Sandpiper rd Follow all the way past bridge and road turns into Canal.",Yes,Yes,,,Yes,,No,,"Single Family Residential",,"See Altkey 3121384",No,275504703630,27550470,2012-09-05,3630,,03,2755,047,357526,0,Active,"Excl. Right to Sell",27500,Waterfront,,,2013-05-23T20:53:26,,Yes,"- Active",None,Yes,3121384,6,2013-04-30T15:45:08,"At Close",34450,,"Vacant Land","Big and Beautiful Waterfront Homesite in Inverness that leads to the chain of lakes. Surrounded by very upscale homes and just a short golf cart ride to the Inverness Golf and Country Club. This is a hard to find piece of property just waiting for a new owner. Close to town but still surrounded by nature. Deer come to visit quite often! 1.15 acres High and Dry and 1.45 acres wetlands. Property has beautiful mature oaks on it and would truly make a great place to call home!",,"Deed Restrictions",,Paved,"Sewer - None,Water - Needs Well",No,"Go There",,FL,2013-05-23,,"S Canal Rd",3440,"Lake Est.",193.55,,,,,2011,Cash,No,,,No,No,,Yes,"Fresh Water Canal,Lake",
.33,Yes,"- Active","87X169 Per CCPA",1660,"Public Water",No,None,Lecanto,"Clubhouse,Golf Course,Hot Tub/Spa,Putting Green,Tennis Court(s)",,"Grounds Maintenance,Reserve Fund,Road Maintenance",,,2013-01-30,,"Take 491 to a left into Black Diamond to a right in to Pine tree village just past the Clubhouse to a left onto Caves Valley Path",Yes,Yes,,None,No,,Yes,No,"Single Family Residential",,"PINE TREE VILLAGE PB 16 PG 1 LOT 32",Yes,275504703630,27550470,2012-03-19,3630,,14,2755,047,354445,0,Active,"Excl. Right to Sell",19900,"On Golf Course,Rectangle","87X169 Per CCPA",,2013-05-09T17:39:00,0,Yes,"- Active","Cable TV,Public Water",No,2852364,4,2013-05-09T17:38:16,"At Close",34461,,"Vacant Land","Bank Owned Homesite on the Golf course in Black Diamond Ranch! This property is priced to move quick! One of the most famous golf courses in world awaits you. A must see, cleared and ready for your new home.",,"Deed Restrictions",,Paved,"Sewer - Other,Water - Private Well",No,"Go There",,FL,2013-05-09,,"Caves Valley Path",3294,"Black Diamond Ranch",899.93,,,,,2011,"Cash,Conventional",No,,,No,No,,No,,
.39,Yes,"- Active","84 X 166 Per CCPA",,"Cable TV,Electric-SECO",No,None,Inverness,,,"No Services",,,,,"TAKE HWY 44 EAST TO A LEFT ON ESTATE PT PROPERTY ON THE RIGHT.",Yes,Yes,,,Unverified,,No,,"Single Family Residential",,,No,275504703630,27550470,2012-05-23,3630,,02,2755,047,355640,0,Active,"Excl. Right to Sell",74000,Waterfront,"84 X 166 Per CCPA",,2013-01-30T15:07:14,,Yes,"- Active",None,No,2281855,12,2013-01-30T15:07:14,"At Close",34450,,"Vacant Land","AMAZING WATERFRONT VIEWS FROM THIS PROPERTY! THIS IS A VERY RARE OPPORTUNITY TO BUY ONE OF THE LAST VACANT HOMESITES ON ESTATE PT. THIS PROEPRTY HAS EVERYTHING YOU COULD EVER WANT, GREAT WATERFRONT, JUST SECONDS FROM DOWNTOWN INVERNESS, BOAT RAMP, SHOPPING, RESTAURANTS AND MORE. DONT LET THIS ONE GET AWAY. SELLERS LOSS YOUR GAIN!",,"No Restrictions",,Paved,"Sewer - None,Water - Needs Well",No,"Go There",,FL,2013-01-30,,"S Estate Pt.",1221,,743.2,,,,,2012,"Cash,Conventional",No,,,No,No,,Yes,"Lake,Open Water View",
1.3,Yes,"- Active",,,"Electric-Progress Energy",No,None,Inverness,None,,"No Services",,,,,"From Inverness Take 581 south to a left on Anna Jo to a right on Carrol to a left on Shadow to a right on Chaparral",Yes,Yes,,None,No,,No,No,"Mobile Home,Single Family Residential",,,No,275504703630,27550470,2012-05-03,3630,,06,2755,047,355421,0,Active,"Excl. Right to Sell",13000,"Acreage,Corner Lot,Rectangle",,,2013-05-09T17:40:40,,Yes,"- Active",None,No,3272682,6,2013-05-09T17:40:40,"At Close",34452,,"Vacant Land","1.3 Acre building lot located just outside of Inverness. This is zoned for Homes or Mobiles. If you are looking for a private secluded place to call home this may be it. Partially cleared and ready for new owner.",,"No Restrictions",,Unpaved,"Sewer - None,Water - Needs Well",No,"Go There",,FL,2012-11-03,,"S. Chaparral",5805,,244.84,,,,,2011,"Cash,Conventional",No,,,No,No,,No,,
1.46,Yes,"- Active",,,Electric-SECO,No,None,Inverness,"Clubhouse,Golf Course",,,,,,,"Take 41 south to a left onto Eden Dr, to a right on Old Floral City Rd to a Left onto Sandpiper. Follow sandpiper until you cross the brindge and see sign on your left.",Yes,Yes,,None,Unverified,,No,No,"Single Family Residential",,"LAKE ESTATES PB 3 PG 135 (LR-00-15 ACCEPTED 1/17/01 SURVEY I N OR BK 1404 PG 1429-1542) PARCEL 50: COM AT THE NW COR OF B LK 22, TH S 89D 09M 15S E AN",No,275504703630,27550470,2013-04-10,3630,,03,2755,047,702277,0,Active,"Excl. Right to Sell",23999,Waterfront,,,2013-04-13T14:55:14,,Yes,"- Active",None,No,3166090,7,2013-04-13T14:55:14,,34450,,"Vacant Land","Inverness Waterfront home site located just outside of the Inverness Golf and Country Club. Ride your golf cart to the course or go on a relaxing kayaking trip to the chain of lakes. This property is lightly wooded and has some beautiful oaks in the back. Surrounded by upscale homes and no deed restrictions. What are you waiting for?? This one wont last.",,"No Restrictions",,Paved,"Water - Needs Well",No,"Go There",,FL,2013-04-10,S,Canal,3494,,150,,,,,2012,"Cash,Conventional",No,,,No,No,,Yes,Lake,
15,Yes,"- Active","15 Acres MOL",,"Electric-Progress Energy,Well",No,None,"Citrus Springs","Clubhouse,Golf Course",,"No Services",,,,,"Take Hwy 41 through Holder to a right on Citrus Springs Blvd to a right on Alameda to a right on Lily. Follow all the way to the end and will run into the gate.",Yes,Yes,,None,No,,No,No,"Agri/Industrial,Single Family Residential",,"Multiple Altkey Numbers see agent remarks",No,275504703630,27550470,2013-05-10,3630,,10,2755,047,702884,0,Active,"Excl. Right to Sell",116500,"2+ Lots,Acreage,Hilly,Irregular","15 Acres MOL",,2013-05-14T13:50:28,,Yes,"- Active",None,No,1400848,6,2013-05-14T13:50:28,"At Close",34434,,"Vacant Land","This is a beautiful, unique piece of Florida! 15 acres of secluded, partially cleared land ready to have a home built and enjoy the farm life or property is already subdivided into 8 parcels for future development. This would be a great investment property. Current owners are taking a big loss on this one. See pictures of the adjoining property's spring fed lake that would create a beautiful view! This is a must see property! Located close to many lakes and rivers, schools, shopping, hiking trails, and only 25 min to Ocala.",,"No Restrictions",,Paved,"Sewer - None,Water - Needs Well",No,"Call List Agent,Go There","Sold As Is",FL,2013-05-10,,"Lily Dr",0,,421.61,,,,,2012,Cash,No,,,No,No,,No,,
2.15,Yes,"- Active",93500,0,"Cable TV,Electric-Progress Energy,Natural Gas,Public Water,Sewer,Telephone",,None,"Crystal River",,,,,,2012-05-23,,"Gulf To Lake Hwy (SR44) West first lot before US19 intersection on left. Look for sign.",Yes,Yes,,,Yes,,No,No,Commercial,,"Knights ADD TO CRYSTAL RIVER PB 1 PG 28 LOTS 119,120,121,122,117,118,123,124,141,E 1/2 OF 142ALT KEYS 2693070 & 1079161",No,27550592185,27550592,2009-01-17,185,,16,2755,059,331765,2,Active,"Excl. Right to Sell",455000,"Acreage,Irregular",93500,,2013-06-12T15:47:48,0,Yes,"- Active","Cable TV,Electric-Progress Energy,Public Water,Sewer",Yes,1079161,2,2013-06-12T15:47:48,"30 Days",34429,,"Vacant Land","This prime commercial property was home to a 10,000 square foot Professional Office building that burnt down in July of 2008. The land has been cleared all infrastructure and Preliminary plans are in place to construct a new two story 14,000 sq/ft office building. Impact credits will apply and drainage is in place. Perfect for a Bank or Professional/Medical building investment.",S,,400,State,"Sewer - Public,Water - Public",No,"Go There,Vacant","Aerial Photo,Flood Plain",FL,2013-06-12,W,"Gulf to Lake Hwy",640,"Knights Addition to C/R",4668.39,,17E,22,18S,2011,"Cash,Conventional",No,,No,No,No,,No,,
6.66,Yes,"- Active",,,"Septic Sewer",No,"Other See Remarks",Inverness,,,,,,2013-05-22,,"Old Floral City road turn east on Sandpiper turn right on Owens Trail fallow all the way down.",Yes,Yes,,,Unverified,,No,,"Mobile Home,Single Family Residential",,"PT OF GL 1 E OF: BEG AT 1/4 SEC COR ON N BDRY LN, TH S AL 1/ 4 SEC LN TO WTRS OF LK TSALA APOPKA DESC IN OR BK 366 PG 124 , OR BK 597 PG 2016 ((HX=BOT",No,27550592185,27550592,2012-08-10,185,,03,2755,059,357238,2,Active,"Excl. Right to Sell",60000,"Acreage,Water Access",,,2013-05-22T14:38:41,,Yes,"- Active","Septic Sewer,Well",No,1844509,1,2012-08-21T16:27:36,"At Close",32321,,"Vacant Land","The Florida wilderness at your finger tips. This vacant property backs up to a vast river and lake system and is perfect for you dream home.",,,,,"Sewer - Septic Private,Water - Private Well",No,"Go There",,FL,2013-05-22,S,Owens,4300,,1243,,,,,2011,Cash,No,,,No,No,,No,,
.53,Yes,"- Active","55 x 134 x 180 X 115",,"Cable TV,Telephone",No,None,Inverness,,,,,,2012-09-09,,"44 North turn left on Elmwood turn right on dogwood property on right",Yes,Yes,,,Unverified,,No,,"Single Family Residential",,"HICKORY HILL RETS UNIT 2 PB 3 PG 75 LOT 43,44, & 45 BLK 4 two Alt key numbers 1738962 & 1738971",No,27550592185,27550592,2012-07-16,185,,02,2755,059,356559,2,Active,"Excl. Right to Sell",30000,Waterfront,"55 x 134 x 180 X 115",,2012-09-09T18:37:04,,Yes,"- Active",None,No,1738971,1,2012-08-03T21:43:04,"At Close",34450,,"Vacant Land","Beautiful waterfront property with grandfather oaks. This property consists of three lots - one of them being a corner lot and one being a waterfront lot, the third attaches the two.  55 Feet on the water has a dock and is located at a nice wide waterway. Plenty of space for your dream home!!",,,,Unpaved,"Sewer - None",No,"Go There",Survey,FL,2012-09-09,S,"Dogwood Ter",1011,,216,,,,,2011,"Cash,Conventional",No,,,No,No,55,Yes,Lake,
1.15,Yes,"- Active","200 X 250",0,"Cable TV,Propane",No,None,Homosassa,,,,,"W. Goodman Lane",,,"US 19 South just past the Harley Davison Dealership.",Yes,Yes,,,Unverified,,No,No,Commercial,,"COM AT SW COR SE 10-19-17 TH N 89 DEG 13M 27S E AL S LN 142 0.31 FT TO POB SD PT BEING ON E R/W LN OF US HWY 19 TH N 0 DEG 24M W AL R/W LN 200 FT TH N",Yes,27550592185,27550592,2012-11-09,185,,23,2755,059,358944,2,Active,"Excl. Right to Sell",125000,"Acreage,Corner Lot,Flat","200 X 250",,2012-11-09T18:03:57,,Yes,"- Active","Cable TV,Propane,Telephone",No,1115973,1,2012-11-09T18:03:57,"At Close",34683,,"Vacant Land","1.15 Acre of Commercial land with 200ft of frontage on US 19. This is a corner lot located at US 19 and W. Goodman Lane.",E,,200,,"Sewer - None",No,"Call List Office,Go There,Vacant","Aerial Photo",FL,2012-11-09,S,Suncoast,1983,,2054,,,,,2011,"Cash,Conventional,Owner Finance",No,,No,No,No,,No,,
9.14,Yes,"- Active","398,138",0,"Cable TV,Propane,Telephone",No,None,Homosassa,,,,,,,,"US 19 turn East on W. Grover Cleveland look for sign on the right.",Yes,Yes,,None,Yes,,No,No,Commercial,,"Four Lots Alt. Keys 2700459, 1124760, 1137497, 1124301",No,27550592185,27550592,2012-12-08,185,,21,2755,059,359417,2,Active,"Excl. Right to Sell",400000,"2+ Lots,Acreage","398,138",Lecanto,2013-01-15T18:10:56,0,Yes,"- Active","Cable TV,Telephone",Yes,1124760,2,2013-01-15T18:10:56,"At Close",34448,,"Vacant Land","This 9.14 acre Commercial property is in an excellent and active business location, close to US 19 in Homosassa Florida.",S,,400,"County,Paved","Sewer - Septic Private,Water - Needs Well",No,"Call List Office,Go There,Vacant","Aerial Photo,Flood Plain",FL,2012-12-08,W,"Grover Cleveland",8298,,8624,,,,,2012,"Cash,Conventional",No,,No,No,No,,No,,
6.58,Yes,"- Active",6.6,,"Cable TV,Electric-Progress Energy,Propane,Public Water",No,None,Homosassa,,,,,"S. Suncoast Blvd",,,,Yes,Yes,,,Yes,,No,No,Commercial,,"BEG AT SE COR OF NE1/4 OF NE1/4 SEC 25-20-17, TH N 0 DEG 12M 29S E AL ELN 435.61 FT TO PT THAT IS THE INT OF SD E LN WIT H THE S'LY R/W OF ST RD 700,",No,27550592185,27550592,2013-02-11,185,,22,2755,059,700955,2,Active,"Excl. Right to Sell",550000,"Acreage,Wooded",6.6,,2013-02-11T19:55:43,,Yes,"- Active","Cable TV,Electric-Progress Energy,Public Water",No,3278131,2,2013-02-11T19:55:43,"At Close",34446,,"Vacant Land","This 6.6 Acres is located at the high traffic intersection of US 19 and US 98 in Homosassa Florida. This parcel is across from the New Publix / Walgreen's / SunTrust shopping center. With 8,400 home sites the draw from one of Citrus Counties largest subdivisions, Sugar Mill Woods makes this site a Top Pick in anyone's book.",,,800,Federal,"Sewer - Public,Water - Public",No,"Call List Office,Go There,Vacant",,FL,2013-02-11,W,"Ponce De Leon",7138,,6210,,,,,2012,"Cash,Conventional",No,,,No,No,,No,,
.52,Yes,"- Active",,,"Cable TV,Telephone",No,None,Hernando,,,,,,2013-03-04,,"486 turn south on Heritage Oaks Path",Yes,Yes,,,Unverified,,No,,"Single Family Residential",,"HERITAGE PB 18 PG 36-39 LOT 11",No,27550592185,27550592,2013-02-26,185,,08,2755,059,701397,2,Active,"Excl. Right to Sell",39000,Flat,,,2013-03-04T20:31:39,60,Yes,"- Active",None,No,3336476,2,2013-03-02T17:24:29,"At Close",34442,,"Vacant Land","Beautiful Vacant lot in gated community, come build your dream home today, close to shopping, restaurants, and drug stores.",,"Deed Restrictions",,Paved,"Sewer - Septic Community,Water - Other",No,"Go There",Restrictions,FL,2013-03-04,N,"Heritage Oaks",2307,Heritage,632,,,,,2011,Cash,No,,,No,No,,No,,
.45,Yes,"- Active",,,"Cable TV",No,None,Hernando,,,,,,2013-03-04,,"486 turn south on Heritage Oaks right on Cobblestone",Yes,Yes,,None,Unverified,,No,,"Single Family Residential",,"HERITAGE PB 18 PGS 36-39 LOT 66",No,27550592185,27550592,2013-02-26,185,,08,2755,059,701398,2,Active,"Excl. Right to Sell",39000,Wooded,,,2013-03-04T20:30:25,60,Yes,"- Active","Cable TV,Electric-Progress Energy,Telephone",No,3370420,2,2013-03-02T17:50:32,"At Close",34442,,"Vacant Land","Awesome wooded lot in upscale gated community, perfect for your dream home. Close to shopping, restaurants, and drug stores.",,"Deed Restrictions",,Paved,"Sewer - Septic Community",No,"Go There","Brighthouse Cable,Progress Energy,Restrictions",FL,2013-03-04,W,Cobblestone,419,Heritage,2,,,,,2011,Cash,No,,,No,No,,No,,
